Tool name: rna_starsolo/2.7.2b1
Dataset_path: ../processed_data/most_memory_tools/rna_starsolo/2.7.2b1.txt
Is_mixed_data: False
Seed: 0
Model_params: {"n_estimators": 200, "random_state": 0, "criterion": "absolute_error"}
Time for training in mins: 0.011997354030609132
Feature importance: [0.93259253 0.06740747 0.        ]
Mean absolute error: 15.584267191523546
Mean squared error: 983.9320735594356
Root mean squared error: 31.367691556112884
############################
Filesize, Prediction, Target, Create_time
############################
1.469543603,49.81827579904001,52.133797888,2020-02-23 11:37:51.783332
1.265797534,40.30643659776004,48.786071552,2020-06-30 11:36:50.704674
1.265797534,40.30643659776004,63.415492608,2020-06-30 07:03:03.798493
69.089347142,84.33501387776,29.363929088,2020-07-16 08:29:04.552971
14.747176776,63.73576955904001,93.224157184,2020-04-28 20:21:42.720611
28.852602067,107.72650610688008,78.625456128,2020-04-25 15:59:10.486157
1.372700423,49.850628843520035,48.085868544,2020-07-21 12:08:30.690392
31.570268028,107.18106548224003,244.732903424,2020-04-25 12:22:15.165852
4.447932963,60.50468552704004,58.647642112,2020-04-22 09:36:17.634678
6.424033784,75.31455913984014,73.807777792,2020-04-21 11:54:12.841978
1.207075704,42.2815067136001,51.424210944,2020-06-26 14:13:29.214318
7.134536874,62.76895139840017,70.572793856,2020-04-21 08:57:16.604513
1.469543603,49.81827579904001,64.544772096,2020-06-29 09:23:54.994144
4.105652835,53.19210578943995,38.6376704,2020-07-25 17:53:37.704483
6.346812666,71.44843860991982,54.120783872,2020-04-22 05:37:56.948163
6.343413403,72.77800392704,76.460732416,2020-04-21 21:39:25.962767
0.005371396,0.7368568319999994,0.733384704,2020-04-04 14:58:08.643818
3.913564857,56.7916354662398,57.378205696,2020-04-21 11:55:30.58396
3.420156297,44.66983620608012,50.603741184,2020-05-21 15:32:50.117114
0.005371396,0.7368568319999994,0.737501184,2020-06-28 05:16:52.305426
36.333487083,48.13276050431996,124.508524544,2020-06-30 14:36:49.355754
77.762061546,78.52882070527986,136.034131968,2020-04-30 06:41:08.543757
1.469543603,49.81827579904001,43.636236288,2020-03-25 16:17:26.613934
1.079164104,46.03402658816003,55.950053376,2020-08-19 23:08:06.780393
6.189341514,72.7173220659198,77.57568,2020-04-21 14:59:11.021949
6.159271886,74.91094644736005,76.498272256,2020-04-21 14:57:27.182848
6.855845576,68.82164099072011,74.203070464,2020-04-20 22:20:45.857279
7.142347035,62.82781114368017,81.876348928,2020-04-21 08:56:38.878318
1.207075704,42.2815067136001,44.573683712,2020-10-30 17:37:17.524084
4.432300155,60.53550512127995,59.429629952,2020-05-13 09:09:22.977005
0.003853637,0.73733019648,0.7379968,2020-02-23 05:37:34.741568
9.394224729,75.50029072384005,73.552990208,2020-05-13 19:25:52.869841
1.23439401,38.959503790080014,55.913852928,2020-10-30 17:37:17.525254
5.315462514,57.96918937599997,58.143838208,2020-05-31 05:25:16.771998
1.23439401,38.959503790080014,36.153573376,2020-06-26 13:39:11.167794
6.18689566,72.7173220659198,71.858233344,2020-04-21 11:52:47.122702
1.469543603,49.81827579904001,58.791264256,2020-07-14 23:02:39.151912
42.097881373,106.42700061695969,121.02608896,2020-06-24 16:58:24.672155
5.163892517,50.14736791552001,58.95436288,2020-05-13 10:14:47.290986
1.469543603,49.81827579904001,42.905841664,2020-06-23 10:18:31.470586
1.469543603,49.81827579904001,45.47274752,2020-02-29 16:46:30.382861
0.003853637,0.73733019648,0.738267136,2020-01-12 06:36:31.839003
1.469543603,49.81827579904001,53.410885632,2020-02-29 17:31:19.881129
27.999999269,109.00906280960002,38.101942272,2020-04-28 20:20:03.709951
34.478415536,35.07547196415994,105.28303104,2020-06-30 14:37:23.82911
3.798999101,54.8978763263999,57.082728448,2020-04-22 17:37:14.43931
5.634690024,70.18217905152005,58.666831872,2020-07-02 14:17:56.696452
1.469543603,49.81827579904001,50.401488896,2020-07-13 11:34:48.536064
0.006889155,0.7381875814400002,0.738312192,2020-07-25 22:29:58.801153
5.307596197,57.822697635840015,59.855273984,2020-05-13 10:04:25.259817
1.469543603,49.81827579904001,46.668484608,2020-02-14 14:45:56.05431
3.034784062,57.80854472703984,46.813159424,2020-06-30 11:36:51.378657
6.795492214,68.82977859583995,64.459259904,2020-05-13 19:24:55.712106
8.783599185,149.5494941286405,72.021372928,2020-04-29 23:07:24.176402
5.287582828,58.421325271040025,56.30920704,2020-05-13 10:13:33.337249
42.040034534,114.20637502463974,50.328014848,2020-06-24 17:00:25.423403
1.469543603,49.81827579904001,48.664117248,2020-02-25 13:29:38.526195
28.489562715,108.47915849728004,77.577723904,2020-04-25 07:30:14.504256
5.696550374,178.86033994752043,62.09538048,2020-05-13 10:10:57.418233
6.343413403,72.77800392704,71.193546752,2020-04-22 05:33:50.433896
4.067702788,56.95227698175991,56.898576384,2020-04-22 17:36:02.102408
81.733173619,208.7777659187199,95.801688064,2020-07-08 06:47:24.969406
4.433095963,60.53550512127995,56.940478464,2020-05-13 08:31:04.640344
4.940934152,57.27601180672008,58.350702592,2020-05-13 10:12:36.467345
0.005371396,0.7368568319999994,0.738045952,2020-07-05 09:52:08.837864
4.996833623,55.902290350079994,58.896596992,2020-05-13 09:28:43.208342
3.805312438,55.81864084480002,56.235773952,2020-04-22 17:33:12.457931
0.003853637,0.73733019648,0.733712384,2020-04-11 12:11:39.012957
1.469543603,49.81827579904001,50.385543168,2020-04-26 05:45:27.423154
34.848517824,33.210359429120075,76.51852288,2020-07-23 10:06:00.679655
1.030049124,45.88463123456005,49.52930304,2020-03-25 16:18:14.363987
1.39625368,50.62155908095999,63.878176768,2020-07-21 00:06:17.852644
0.005371396,0.7368568319999994,0.729665536,2020-03-08 08:03:20.451739
5.907803702,61.1777323622399,56.86761472,2020-01-09 08:07:55.992235
8.440985823,100.48613480448029,55.529037824,2020-05-12 08:28:13.574184
12.329493156,73.1014679552001,57.292673024,2020-05-13 10:19:35.921352
1.469543603,49.81827579904001,64.678219776,2020-07-17 17:34:42.033208
81.100540818,87.35398479871984,83.359617024,2020-04-24 10:09:11.99615
0.006889155,0.7381875814400002,0.733519872,2020-07-05 09:51:46.934619
0.003853637,0.73733019648,0.738516992,2020-06-14 02:40:20.292146
24.405784064,62.02441686015986,43.507986432,2020-04-08 09:28:51.298623
0.003853637,0.73733019648,0.756174848,2020-01-12 06:36:50.739691
10.027480275,77.42950391808016,79.281180672,2020-04-28 20:20:29.885972
6.432735474,74.87706943488018,80.080891904,2020-04-21 11:48:37.215849
22.157407838,57.39161175039987,54.242639872,2020-07-27 01:56:02.190822
5.468110072,57.745270159359826,51.538894848,2020-05-13 10:18:20.235348
5.262314369,61.408055234559924,60.554493952,2020-05-13 07:20:52.628684
4.453828219,60.30265630720004,60.478066688,2020-05-13 09:11:39.572833
6.360625119,62.499341475840076,75.265388544,2020-04-21 22:16:29.558059
0.003853637,0.73733019648,0.733372416,2020-02-09 12:08:30.453262
